Customer_ID,Gender,Age,Children,Contract_Type,Payment_Method,Account_Length_(in_months),Account_Length_(in years),Mins,Extra_International_Charges,Monthly_Charge,Customer_Service_Calls,Avg_Monthly_GB_Download,Unlimited_Data_Plan,Phone_Number,Device_Protection_&_Online_Backup,Virtual_Assistant,Churn_Reason,Churn_Label
7937-NUSV,Male,51.0,602.0,Month-to-Month,Credit Card,41.0,,495.0,0.0,36.0,0.0,4.0,Yes,367-7503,Yes,,,No
8440-XNWP,Male,71.0,385.0,Two Year,Credit Card,,6.0,723.5,0.0,21.0,0.0,5.0,YES,242-4473,Yes,,,No
8386-GGLN,Female,65.0,512.0,Two Year,Direct Debit,8.0,,106.4,0.0,32.0,0.0,2.0,Yes,404-1931,Yes,,,No
5122-CEHP,Female,61.0,360.0,One Year,Paper Check,,4.833333333333333,696.4,0.0,38.0,0.0,13.0,Yes,372-7990,No,,,No
8678-NKUB,Male,52.0,963.0,Month-to-Month,Credit Card,,0.5833333333333334,90.9,0.0,8.0,0.0,0.0,No,380-6486,No,,,No
1908-BNLT,Female,48.0,494.0,Month-to-Month,Direct Debit,14.0,,127.3,0.0,35.0,0.0,7.0,Yes,353-6870,No,,,No
2461-OVTV,Female,55.0,841.0,Month-to-Month,Direct Debit,33.0,,330.5,0.0,8.0,0.0,0.0,No,323-2523,No,,,No
6567-NVEU,Male,56.0,506.0,One Year,Direct Debit,,5.166666666666667,432.4,72.8,41.0,3.0,4.0,Yes,405-7467,No,,Competitor offered higher download speeds,Yes
6672-PAFR,Female,29.0,744.0,Month-to-Month,Direct Debit,,2.4166666666666665,351.5,155.2,41.0,0.0,30.0,Yes,387-7831,No,,,NO
6127-TRWL,Female,28.0,897.0,Two Year,Credit Card,,4.333333333333333,466.0,0.0,12.0,1.0,0.0,No,347-2897,No,,,False
6807-FTBO,Male,35.0,714.0,Two Year,Direct Debit,,2.75,230.2,198.0,51.0,0.0,9.0,YES,355-4143,No,,,No
8022-GYIO,Female,61.0,587.0,One Year,Credit Card,,4.416666666666667,580.4,0.0,41.0,0.0,9.0,Yes,343-7242,Yes,,,No
4324-CTWA,Male,35.0,713.0,Month-to-Month,Direct Debit,17.0,,173.9,50.3,42.0,5.0,15.0,Yes,277-7027,No,,Don't know,Yes
5062-EXPM,Male,45.0,851.0,Month-to-Month,Direct Debit,,0.75,141.2,0.0,35.0,0.0,10.0,Yes,276-8580,No,,Network reliability,Yes
6961-VFFO,Female,56.0,233.0,Month-to-Month,Direct Debit,,2.1666666666666665,307.3,67.6,55.0,1.0,7.0,NO,273-4924,No,,Service dissatisfaction,YES
9480-RQQX,Male,28.0,696.0,One Year,Direct Debit,,5.75,1097.4,0.0,76.0,0.0,14.0,YES,265-5184,Yes,,,NO
4261-MXMC,Male,35.0,324.0,Month-to-Month,Paper Check,1.0,,4.0,137.9,26.0,2.0,3.0,Yes,353-1941,No,,Poor expertise of phone support,Yes
2626-EKLI,Female,65.0,847.0,Month-to-Month,Credit Card,,1.6666666666666667,100.7,80.0,42.0,3.0,5.0,Yes,344-9041,No,,Price too high,Yes
3493-ZSJV,Male,35.0,565.0,Month-to-Month,Credit Card,8.0,,114.0,0.0,29.0,0.0,3.0,Yes,280-4053,Yes,,,No
6227-SNVZ,Male,49.0,223.0,One Year,Credit Card,,1.8333333333333333,201.2,0.0,40.0,0.0,4.0,No,355-6930,Yes,,,No
4791-USBM,Female,54.0,709.0,Month-to-Month,Direct Debit,48.0,,483.6,0.0,31.0,1.0,18.0,Yes,375-9930,No,,,No
7438-VLMJ,Female,20.0,751.0,Month-to-Month,Direct Debit,,5.5,728.4,0.0,45.0,0.0,5.0,YES,328-8147,Yes,,Competitor had better devices,Yes
7738-XKDW,Male,67.0,232.0,Month-to-Month,Direct Debit,,4.166666666666667,301.4,352.5,64.0,2.0,6.0,Yes,328-8230,Yes,,Long distance charges,Yes
4713-PCMC,Male,52.0,811.0,Month-to-Month,Credit Card,14.0,,138.3,50.4,25.0,1.0,7.0,Yes,285-7209,No,,,No
5188-QOGI,Female,29.0,983.0,Month-to-Month,Direct Debit,,0.08333333333333333,5.0,0.0,22.0,1.0,35.0,YES,343-5347,No,,Attitude of support person,YES
4948-DKXY,Female,56.0,664.0,Month-to-Month,Direct Debit,,0.9166666666666666,73.5,0.0,8.0,0.0,0.0,No,358-8947,No,,,No
9763-VVKT,Male,82.0,719.0,Month-to-Month,Credit Card,68.0,,749.6,0.0,45.0,0.0,7.0,YES,296-7350,No,,,NO
2910-BNDW,Male,60.0,895.0,Month-to-Month,Direct Debit,1.0,,12.0,5.4,47.0,5.0,4.0,Yes,345-4812,No,,Competitor offered higher download speeds,Yes
4426-WYZV,Female,44.0,678.0,Two Year,Direct Debit,71.0,,635.3,169.0,9.0,0.0,0.0,No,373-3251,No,,,NO
3859-XBUH,Male,29.0,408.0,One Year,Credit Card,63.0,,317.1,0.0,54.0,0.0,18.0,Yes,329-5811,Yes,,,No
3674-HXHY,Female,40.0,872.0,Month-to-Month,Direct Debit,,0.08333333333333333,6.0,4.7,36.0,5.0,5.0,Yes,279-5316,No,,Competitor had better devices,Yes
5612-OAEV,Male,66.0,564.0,Month-to-Month,Credit Card,,1.5,106.6,0.0,27.0,0.0,4.0,Yes,323-9388,No,,,NO
5873-YPTK,Female,66.0,847.0,Two Year,Credit Card,,4.416666666666667,478.4,0.0,10.0,0.0,0.0,No,308-10837,No,,,No
9200-JOUX,Female,52.0,312.0,Month-to-Month,Direct Debit,,0.4166666666666667,72.5,0.0,50.0,0.0,12.0,Yes,403-7359,No,,Competitor offered higher download speeds,YES
6562-DFTO,Female,33.0,894.0,One Year,Credit Card,34.0,,303.8,0.0,8.0,0.0,0.0,No,301-7125,No,,,No
1954-FSPR,Prefer not to say,43.0,738.0,Month-to-Month,Direct Debit,18.0,,90.8,38.9,22.0,0.0,10.0,Yes,284-9845,No,,,No
7995-AMPQ,Male,67.0,781.0,Two Year,Credit Card,29.0,,143.4,0.0,57.0,0.0,7.0,Yes,294-3889,No,,,No
9797-TVCF,Male,50.0,448.0,Two Year,Direct Debit,68.0,,684.4,0.0,12.0,0.0,0.0,No,282-7874,No,,,NO
5296-KEGJ,Male,53.0,961.0,Month-to-Month,Credit Card,,4.333333333333333,207.9,0.0,37.0,1.0,6.0,Yes,388-9464,Yes,,,NO
8967-ZTRX,Male,73.0,725.0,Month-to-Month,Direct Debit,,2.5833333333333335,399.8,13.5,48.0,4.0,5.0,Yes,419-1714,No,,Attitude of support person,Yes
6081-BQFC,Male,59.0,989.0,Month-to-Month,Direct Debit,,0.6666666666666666,61.0,0.0,16.0,0.0,4.0,YES,293-3315,No,,,No
6842-IDVE,Female,54.0,953.0,Month-to-Month,Direct Debit,13.0,,190.1,16.9,11.0,1.0,10.0,No,402-1725,No,,,No
1749-UENK,Male,50.0,288.0,Two Year,Direct Debit,54.0,,430.4,0.0,35.0,0.0,5.0,Yes,264-4206,No,,,NO
4752-IVNS,Female,55.0,697.0,Month-to-Month,Credit Card,,1.9166666666666667,361.8,0.0,40.0,1.0,25.0,Yes,406-8037,Yes,,,No
6107-RQUC,Female,49.0,997.0,Two Year,Credit Card,23.0,,325.5,89.7,7.0,0.0,0.0,NO,391-1348,No,,,No
1243-MELM,Male,41.0,201.0,Month-to-Month,Credit Card,,1.5833333333333333,169.5,39.5,48.0,1.0,5.0,YES,360-2239,No,,,No
6932-OJOS,Female,68.0,230.0,Two Year,Direct Debit,,6.166666666666667,890.9,0.0,11.0,0.0,0.0,No,377-9092,No,,,No
6143-VBRQ,Male,46.0,692.0,Month-to-Month,Credit Card,,1.4166666666666667,155.2,0.0,37.0,0.0,6.0,NO,315-4857,No,,,NO
2706-IDFB,Female,61.0,412.0,Two Year,Credit Card,60.0,,239.5,241.5,56.0,0.0,8.0,Yes,408-2002,Yes,,,No
9784-CMQR,Female,31.0,200.0,Two Year,Credit Card,,0.8333333333333334,67.8,0.0,7.0,0.0,0.0,No,370-5361,No,,,No
3852-MXTL,Male,24.0,431.0,One Year,Paper Check,12.0,,93.0,18.2,8.0,0.0,0.0,No,357-2748,No,,,No
1214-WMIN,Male,22.0,360.0,Month-to-Month,Direct Debit,,0.5,66.3,13.4,36.0,0.0,10.0,YES,291-3580,No,,,No
0309-GEPB,Female,76.0,482.0,Month-to-Month,Direct Debit,,1.1666666666666667,95.7,0.0,45.0,4.0,10.0,Yes,326-1208,No,,Service dissatisfaction,Yes
4506-PCCZ,Male,78.0,595.0,Month-to-Month,Direct Debit,,0.08333333333333333,7.0,0.0,58.0,2.0,1.0,Yes,416-7679,No,,Competitor made better offer,YES
7653-WEKC,Female,29.0,313.0,Month-to-Month,Direct Debit,6.0,,99.0,0.0,29.0,0.0,15.0,YES,350-9919,No,,,No
6065-MAKB,Male,26.0,277.0,One Year,Credit Card,49.0,,687.2,0.0,9.0,0.0,0.0,NO,333-4440,No,,,NO
4418-XFVA,Male,78.0,414.0,Month-to-Month,Credit Card,2.0,,19.8,0.0,49.0,0.0,2.0,No,316-8313,No,,Competitor had better devices,YES
8098-LPQH,Male,52.0,400.0,Month-to-Month,Direct Debit,,0.08333333333333333,7.0,0.0,25.0,1.0,14.0,No,408-3606,No,,,No
2647-LVUX,Female,60.0,283.0,Month-to-Month,Direct Debit,,0.25,10.8,0.0,31.0,4.0,3.0,Yes,293-7798,No,,Competitor made better offer,Yes
5285-OUTD,Female,23.0,570.0,Month-to-Month,Credit Card,25.0,,320.9,47.5,56.0,2.0,30.0,Yes,341-1191,No,,,No
2907-IERV,Male,41.0,588.0,Month-to-Month,Credit Card,1.0,,7.0,1.4,9.0,0.0,0.0,No,378-4145,No,,,No
4574-BVZN,Male,46.0,768.0,Month-to-Month,Paper Check,,0.4166666666666667,83.3,16.3,53.0,4.0,2.0,Yes,357-6692,Yes,,Moved,Yes
0807-XWGX,Male,60.0,974.0,One Year,Credit Card,61.0,,850.8,0.0,45.0,0.0,1.0,Yes,298-2418,Yes,,,NO
0802-YAUD,Male,56.0,363.0,Month-to-Month,Credit Card,3.0,,12.6,0.0,6.0,0.0,0.0,No,350-7306,No,,,No
8713-JVYM,Female,67.0,509.0,Month-to-Month,Credit Card,1.0,,12.0,4.0,10.0,0.0,7.0,Yes,370-8786,No,,Competitor had better devices,Yes
5759-XDKJ,Male,21.0,475.0,Two Year,Credit Card,14.0,,230.6,0.0,6.0,0.0,0.0,No,329-9689,No,,,No
7952-EPXB,Female,69.0,663.0,Month-to-Month,Direct Debit,26.0,,178.8,0.0,44.0,3.0,1.0,YES,373-8809,No,,Price too high,Yes
1149-CYZO,Male,55.0,244.0,Month-to-Month,Direct Debit,,3.1666666666666665,569.9,0.0,31.0,0.0,6.0,NO,400-4020,Yes,,,No
3261-KBYM,Female,55.0,895.0,Two Year,Direct Debit,64.0,,450.4,131.8,39.0,0.0,4.0,Yes,410-6791,Yes,,,No
8892-RPHK,Male,26.0,559.0,Month-to-Month,Direct Debit,3.0,,44.4,9.4,7.0,1.0,0.0,No,315-10220,No,,,NO
0150-RPLS,Male,58.0,470.0,One Year,Direct Debit,,3.5,253.3,0.0,28.0,0.0,8.0,Yes,324-6385,Yes,,,No
6451-OKTY,Female,55.0,411.0,Month-to-Month,Direct Debit,16.0,,145.8,68.8,22.0,3.0,4.0,Yes,345-9153,Yes,,,NO
1834-YVMF,Male,48.0,824.0,One Year,Direct Debit,,1.9166666666666667,369.3,0.0,34.0,2.0,2.0,Yes,353-3372,No,,,No
6768-NXSX,Male,56.0,454.0,Two Year,Credit Card,,4.666666666666667,278.7,100.8,11.0,0.0,0.0,No,312-9560,No,,,No
0545-AFAG,Male,30.0,477.0,One Year,Paper Check,,2.0833333333333335,382.0,0.0,29.0,0.0,15.0,YES,388-9568,No,,,NO
1825-GJYJ,Male,21.0,706.0,Two Year,Direct Debit,60.0,,659.1,207.0,16.0,0.0,26.0,Yes,369-1904,Yes,,,No
9067-MDOY,Female,72.0,726.0,Month-to-Month,Credit Card,,2.1666666666666665,207.0,204.1,63.0,0.0,6.0,YES,313-1578,No,,Price too high,Yes
4111-SHSH,Female,47.0,207.0,Month-to-Month,Direct Debit,7.0,,80.0,0.0,52.0,0.0,3.0,Yes,396-2187,No,,,No
2315-AMZV,Male,21.0,207.0,Month-to-Month,Direct Debit,,0.25,48.6,0.0,13.0,0.0,0.0,No,392-2722,No,,,NO
7383-CPZC,Male,23.0,505.0,Month-to-Month,Direct Debit,54.0,,596.8,0.0,47.0,0.0,17.0,YES,352-6068,No,,Attitude of support person,YES
9291-VXNF,Female,53.0,845.0,Two Year,Credit Card,,5.916666666666667,846.4,0.0,20.0,0.0,11.0,Yes,328-5175,No,,,No
1703-PUPS,Female,68.0,424.0,Month-to-Month,Direct Debit,,0.25,29.1,12.3,30.0,2.0,1.0,YES,296-2945,No,,Don't know,Yes
6676-VJRE,Male,27.0,927.0,Two Year,Credit Card,73.0,,292.9,0.0,42.0,0.0,24.0,YES,408-6725,Yes,,,No
7740-RDPH,Female,24.0,552.0,One Year,Credit Card,,2.75,530.2,0.0,7.0,2.0,0.0,No,348-2491,No,,,No
1896-DJLE,Female,55.0,381.0,Two Year,Credit Card,,3.75,180.1,0.0,53.0,0.0,4.0,No,405-2653,No,,,No
7831-UIDS,Male,34.0,674.0,Two Year,Direct Debit,71.0,,282.3,109.3,40.0,0.0,11.0,Yes,338-8784,Yes,,,No
6517-VSTJ,Female,48.0,532.0,Month-to-Month,Direct Debit,18.0,,144.0,0.0,22.0,0.0,14.0,Yes,376-1713,No,,,No
0618-XKNB,Male,63.0,664.0,Month-to-Month,Direct Debit,19.0,,266.8,58.4,27.0,2.0,8.0,Yes,349-9663,Yes,,Competitor had better devices,Yes
0988-JQKT,Female,38.0,517.0,Month-to-Month,Direct Debit,33.0,,230.1,111.1,35.0,4.0,1.0,Yes,343-6643,Yes,,Extra data charges,Yes
5827-MQNI,Male,81.0,652.0,Two Year,Direct Debit,12.0,,166.5,0.0,29.0,2.0,7.0,Yes,413-2194,No,,,NO
9186-XQPJ,Female,39.0,872.0,Two Year,Credit Card,,5.0,478.5,190.0,41.0,1.0,6.0,Yes,383-5976,No,,,NO
5973-XQFV,Female,71.0,975.0,Month-to-Month,Direct Debit,68.0,,547.0,125.1,50.0,2.0,8.0,Yes,332-2030,No,,Competitor offered more data,Yes
7983-XVUQ,Male,42.0,496.0,Month-to-Month,Direct Debit,23.0,,136.4,65.9,37.0,0.0,3.0,Yes,379-5503,No,,,Yes
5741-TGXD,Female,67.0,363.0,One Year,Credit Card,17.0,,202.2,0.0,7.0,0.0,0.0,NO,391-7528,No,,,No
9610-FEJG,Male,29.0,963.0,One Year,Credit Card,56.0,,734.2,0.0,12.0,0.0,0.0,NO,342-7989,No,,,No
5832-XBYN,Male,62.0,251.0,One Year,Credit Card,,2.8333333333333335,268.3,85.7,49.0,0.0,7.0,Yes,386-1548,Yes,,,No
9532-FEIX,Male,36.0,914.0,Month-to-Month,Paper Check,,0.08333333333333333,13.0,0.0,47.0,2.0,5.0,Yes,394-5489,No,,,No
1211-EUIY,Male,26.0,798.0,Two Year,Credit Card,,0.8333333333333334,60.0,55.0,10.0,2.0,0.0,NO,399-4413,No,,,No
7825-ULNT,Male,69.0,600.0,One Year,Direct Debit,54.0,,749.1,0.0,36.0,0.0,7.0,Yes,313-1461,Yes,,,No
8205-IEGL,Female,61.0,991.0,Month-to-Month,Credit Card,30.0,,427.0,232.5,18.0,4.0,4.0,YES,286-9944,No,,Network reliability,Yes
6347-QZHF,Female,74.0,606.0,Month-to-Month,Credit Card,2.0,,23.1,10.4,41.0,2.0,5.0,Yes,277-10457,No,,Long distance charges,Yes
8223-LEEH,Male,43.0,956.0,Month-to-Month,CREDIT CARD,,5.416666666666667,777.3,0.0,29.0,0.0,4.0,YES,311-7504,No,,,No
1645-DXMN,Male,27.0,693.0,Month-to-Month,Credit Card,,0.3333333333333333,60.8,0.0,45.0,1.0,21.0,Yes,355-6272,No,,,NO
6891-EMIE,Male,66.0,381.0,Two Year,Direct Debit,,4.666666666666667,338.3,0.0,38.0,0.0,5.0,No,286-10477,No,,,No
0897-NZHS,Female,55.0,850.0,One Year,Paper Check,,4.166666666666667,802.0,0.0,63.0,1.0,4.0,Yes,418-5708,Yes,,,No
2517-JMJL,Male,57.0,471.0,Two Year,Paper Check,,0.8333333333333334,151.1,26.2,10.0,0.0,0.0,No,399-2457,No,,,No
9298-IVVF,Female,23.0,288.0,One Year,Direct Debit,52.0,,778.8,0.0,11.0,2.0,0.0,No,373-8920,No,,,No
2126-TCKI,Female,53.0,704.0,Two Year,Credit Card,,3.4166666666666665,246.5,100.5,10.0,0.0,0.0,NO,368-6111,No,,,No
6433-CEGP,Male,41.0,783.0,One Year,Direct Debit,,4.333333333333333,726.9,0.0,24.0,0.0,1.0,Yes,289-3970,Yes,,,No
0368-DVTQ,Female,37.0,379.0,Month-to-Month,Direct Debit,,1.75,320.6,21.4,35.0,4.0,1.0,Yes,345-6515,No,,Competitor had better devices,YES
7175-TMBU,Male,37.0,771.0,Month-to-Month,Credit Card,,0.4166666666666667,69.9,0.0,18.0,0.0,3.0,YES,333-7961,No,,,No
5740-GTZK,Female,67.0,707.0,Two Year,Paper Check,,4.666666666666667,782.1,165.2,34.0,0.0,4.0,Yes,374-5224,Yes,,,NO
0078-GGDI,Male,47.0,774.0,Month-to-Month,Direct Debit,60.0,,952.2,128.4,50.0,1.0,12.0,Yes,380-2929,Yes,,Competitor had better devices,YES
1695-AYVA,Male,47.0,711.0,Month-to-Month,Direct Debit,,1.75,319.0,0.0,22.0,1.0,7.0,Yes,313-5014,No,,Attitude of service provider,Yes
8343-EZNR,Female,71.0,487.0,Month-to-Month,Direct Debit,,0.8333333333333334,62.9,0.0,58.0,0.0,6.0,Yes,277-7974,No,,Extra data charges,Yes
1600-FKBH,Male,59.0,280.0,Month-to-Month,Credit Card,9.0,,135.4,0.0,11.0,2.0,0.0,No,416-4464,No,,,NO
1679-UCPN,Female,29.0,512.0,Two Year,Credit Card,67.0,,741.1,0.0,64.0,2.0,14.0,Yes,389-5801,Yes,,,No
1413-RWTA,Female,56.0,526.0,Two Year,Credit Card,5.0,,34.9,0.0,8.0,1.0,0.0,No,329-2918,No,,,No
4032-WKFZ,Male,46.0,559.0,One Year,Credit Card,18.0,,109.4,0.0,53.0,0.0,1.0,Yes,303-7663,Yes,,,NO
2733-ZPOH,Male,24.0,384.0,Month-to-Month,Paper Check,,0.5,87.2,0.0,9.0,1.0,0.0,No,393-8762,No,,,No
8948-ZKWN,Male,38.0,591.0,One Year,Direct Debit,30.0,,334.8,0.0,20.0,0.0,1.0,Yes,319-3166,Yes,,,NO
6691-USGH,Female,49.0,201.0,Month-to-Month,Credit Card,63.0,,626.3,175.1,55.0,0.0,4.0,YES,405-3309,Yes,,,No
5538-IAKV,Male,63.0,865.0,Month-to-Month,Direct Debit,,4.166666666666667,352.3,2.5,33.0,0.0,3.0,Yes,319-6734,No,,Network reliability,Yes
2539-PMGZ,Female,57.0,822.0,Month-to-Month,Direct Debit,,4.083333333333333,243.8,168.2,56.0,3.0,3.0,Yes,288-8850,No,,Competitor had better devices,Yes
4007-HINY,Female,47.0,207.0,One Year,Direct Debit,,2.9166666666666665,282.5,0.0,9.0,0.0,0.0,NO,414-7410,No,,,No
8582-OMPU,Female,57.0,552.0,One Year,Direct Debit,,1.0,150.7,0.0,11.0,4.0,0.0,No,366-9538,No,,Attitude of support person,Yes
2435-IYLS,Male,76.0,752.0,Month-to-Month,Direct Debit,,3.75,358.7,235.5,34.0,5.0,1.0,No,340-6232,No,,Competitor offered more data,Yes
0449-GWEW,Male,55.0,269.0,Month-to-Month,Direct Debit,,1.5,210.4,28.4,39.0,1.0,3.0,YES,406-7844,No,,Attitude of support person,YES
6763-BAER,Male,49.0,224.0,Month-to-Month,Direct Debit,4.0,,56.6,0.0,27.0,0.0,10.0,Yes,291-6644,No,,,No
9531-CRLJ,Male,50.0,960.0,Month-to-Month,Direct Debit,,5.416666666666667,523.4,0.0,40.0,0.0,1.0,NO,360-7839,No,,,No
9279-RRZD,Male,61.0,773.0,Month-to-Month,Credit Card,,0.08333333333333333,15.0,0.0,9.0,0.0,0.0,No,372-5575,No,,,No
2706-OCLE,Female,61.0,220.0,Month-to-Month,Credit Card,,3.1666666666666665,268.7,0.0,29.0,0.0,3.0,Yes,399-2064,No,,,No
2533-HQWP,Female,58.0,659.0,Two Year,Direct Debit,,1.0833333333333333,79.2,32.5,13.0,0.0,0.0,NO,282-4079,No,,,NO
1039-YWCF,Male,20.0,280.0,Two Year,Credit Card,51.0,,308.2,0.0,32.0,3.0,8.0,Yes,260-7792,Yes,,,No
5670-IEOU,Female,39.0,790.0,Month-to-Month,Direct Debit,,0.25,19.3,0.0,49.0,2.0,2.0,Yes,305-6335,No,,Price too high,Yes
8354-ZVGW,Male,29.0,343.0,Month-to-Month,Direct Debit,,1.0833333333333333,160.5,0.0,56.0,5.0,8.0,Yes,305-1977,No,,Poor expertise of phone support,Yes
7406-JKMN,Female,60.0,277.0,Two Year,Paper Check,,4.5,268.9,0.0,8.0,0.0,0.0,No,348-9828,No,,,No
5778-CDIC,Male,28.0,536.0,Month-to-Month,Direct Debit,,0.08333333333333333,16.0,0.0,33.0,5.0,19.0,Yes,419-6133,No,,Moved,Yes
7192-JDSP,Male,44.0,674.0,Month-to-Month,Direct Debit,2.0,,30.2,0.0,24.0,0.0,4.0,Yes,322-5926,No,,,No
8256-XCBD,Female,53.0,758.0,One Year,Direct Debit,,4.666666666666667,336.1,0.0,26.0,0.0,7.0,Yes,262-4763,No,,,NO
5717-LMTD,Male,47.0,300.0,Month-to-Month,Credit Card,51.0,,409.9,0.0,21.0,0.0,12.0,Yes,310-10010,No,,,No
0800-LBYE,Male,33.0,611.0,Month-to-Month,Direct Debit,60.0,,892.6,249.0,26.0,0.0,0.0,Yes,327-3850,Yes,,,No
1305-DISV,Female,71.0,698.0,One Year,Direct Debit,21.0,,184.7,85.1,53.0,0.0,5.0,Yes,331-9293,No,,,No
1842-JWUX,Female,41.0,637.0,Two Year,Credit Card,64.0,,575.8,185.6,63.0,0.0,8.0,No,341-3663,Yes,,,NO
6708-ZFIQ,Male,46.0,281.0,Month-to-Month,Direct Debit,16.0,,158.3,0.0,25.0,0.0,1.0,Yes,382-5743,No,,,No
0427-GNBF,Male,60.0,223.0,One Year,Direct Debit,,3.5,631.7,107.1,60.0,1.0,12.0,No,331-5420,No,,Product dissatisfaction,Yes
5130-ECIX,Female,66.0,286.0,One Year,Direct Debit,45.0,,578.9,169.5,55.0,0.0,10.0,Yes,280-3666,Yes,,,No
8166-RZKT,Female,71.0,222.0,One Year,Credit Card,60.0,,479.9,0.0,61.0,0.0,9.0,Yes,398-1961,Yes,,,No
8924-KKGL,Female,51.0,204.0,Month-to-Month,Credit Card,12.0,,110.6,44.6,8.0,1.0,0.0,No,353-6007,No,,Competitor made better offer,Yes
3993-MIVK,Male,53.0,464.0,Month-to-Month,Direct Debit,,0.9166666666666666,137.2,12.9,18.0,5.0,4.0,Yes,411-7390,No,,Competitor made better offer,Yes
8295-KVRS,Female,38.0,912.0,Two Year,Direct Debit,71.0,,498.7,0.0,26.0,0.0,12.0,Yes,391-5516,Yes,,,No
1919-EJWP,Male,27.0,876.0,Two Year,Credit Card,,5.583333333333333,468.3,0.0,40.0,0.0,10.0,Yes,303-4265,Yes,,,No
3015-DALS,Female,79.0,777.0,Month-to-Month,Direct Debit,,0.16666666666666666,7.9,0.0,38.0,3.0,3.0,Yes,359-5160,No,,Don't know,Yes
5078-GNYY,Female,73.0,671.0,One Year,Direct Debit,44.0,,393.0,0.0,37.0,2.0,3.0,Yes,340-2855,Yes,,,No
5506-ENGJ,Female,47.0,236.0,Two Year,Direct Debit,71.0,,426.0,0.0,13.0,0.0,0.0,No,269-8581,No,,,No
4151-NQPS,Male,62.0,979.0,Two Year,Direct Debit,71.0,,285.1,269.8,38.0,1.0,4.0,Yes,250-6436,Yes,,,No
1806-IVIQ,Male,27.0,292.0,Month-to-Month,Paper Check,1.0,,12.0,0.0,9.0,1.0,0.0,No,341-1379,No,,Competitor made better offer,Yes
2428-RJUE,Male,40.0,639.0,Month-to-Month,Direct Debit,,0.08333333333333333,11.0,0.0,29.0,4.0,2.0,Yes,410-5455,No,,Competitor made better offer,Yes
9959-NXUV,Female,28.0,984.0,One Year,Credit Card,17.0,,149.4,0.0,25.0,0.0,10.0,Yes,372-7265,No,,,No
1890-VWNQ,Female,75.0,665.0,One Year,Credit Card,,6.0,360.7,0.0,57.0,0.0,8.0,No,278-4416,Yes,,,No
0063-TQGW,Female,41.0,770.0,One Year,Direct Debit,,2.9166666666666665,417.5,0.0,28.0,0.0,2.0,No,405-2831,Yes,,,NO
0434-XPAC,Male,26.0,906.0,Month-to-Month,Direct Debit,,2.1666666666666665,153.6,0.0,25.0,0.0,30.0,YES,349-7362,No,,,No
1304-FLXR,Male,53.0,758.0,Month-to-Month,Paper Check,,0.9166666666666666,44.7,0.0,28.0,0.0,15.0,Yes,369-8703,No,,,No
3735-RPTM,Male,55.0,666.0,Month-to-Month,Paper Check,7.0,,47.3,0.0,36.0,0.0,12.0,Yes,403-9417,No,,,NO
6598-AMLO,Male,35.0,366.0,Month-to-Month,Direct Debit,25.0,,201.4,0.0,18.0,0.0,3.0,Yes,377-3139,No,,,No
8748-ETJU,Female,26.0,378.0,Two Year,Direct Debit,,2.9166666666666665,496.4,0.0,9.0,0.0,0.0,No,301-8985,No,,,No
2227-RTZU,Male,65.0,501.0,Month-to-Month,Direct Debit,1.0,,6.0,7.3,33.0,0.0,1.0,Yes,275-4661,No,,Competitor had better devices,Yes
7017-OWMK,Male,57.0,390.0,Month-to-Month,Credit Card,,2.75,130.5,81.2,45.0,0.0,10.0,Yes,284-6650,Yes,,,No
8722-PBFT,Male,32.0,843.0,Two Year,Direct Debit,,6.0,718.6,0.0,33.0,2.0,17.0,Yes,306-10354,No,,,No
0161-VHRE,Female,59.0,351.0,Two Year,Credit Card,61.0,,848.7,172.3,17.0,0.0,0.0,No,400-2203,No,,,No
8955-MQUS,Male,28.0,745.0,Month-to-Month,Direct Debit,47.0,,233.0,136.3,42.0,0.0,23.0,YES,317-5755,No,,,NO
2192-PVOZ,Male,63.0,328.0,Two Year,Credit Card,68.0,,1080.2,0.0,29.0,0.0,4.0,YES,362-2067,No,,,No
1772-EVXU,Male,57.0,408.0,Two Year,Direct Debit,,2.8333333333333335,306.3,0.0,44.0,0.0,5.0,Yes,354-4445,No,,,No
5938-TGHY,Female,34.0,270.0,One Year,Credit Card,,1.25,117.9,0.0,8.0,0.0,0.0,No,244-3119,No,,,No
5571-DJVG,Male,53.0,858.0,One Year,Direct Debit,,3.5833333333333335,343.4,0.0,8.0,0.0,0.0,No,389-9010,No,,,NO
4815-HHHJ,Female,31.0,651.0,Month-to-Month,Direct Debit,,0.08333333333333333,14.0,0.0,40.0,0.0,7.0,Yes,377-1164,Yes,,,NO
0993-VKYV,Male,74.0,688.0,Month-to-Month,Direct Debit,,4.083333333333333,343.7,0.0,24.0,0.0,6.0,NO,364-2112,No,,,No
6478-RBXH,Female,34.0,215.0,Two Year,Direct Debit,64.0,,644.0,451.2,52.0,0.0,3.0,Yes,398-9279,Yes,,,No
8582-RUWH,Male,47.0,224.0,Two Year,Direct Debit,71.0,,776.1,0.0,15.0,0.0,6.0,YES,317-6052,No,,,No
6405-MYGN,Female,47.0,781.0,Month-to-Month,DIRECT DEBIT,,2.75,498.1,0.0,53.0,0.0,6.0,Yes,318-10362,No,,,No
4429-DMVA,Male,53.0,580.0,Two Year,Credit Card,,4.416666666666667,746.8,0.0,65.0,0.0,1.0,Yes,360-3324,No,,,NO
